HCPCSCode,ShortDescriptor,StatusIndicator,PaymentRate,Changed?,Source
"L4000","Repl girdle milwaukee orth","A",,false,"2022-07"
"L4002","Replace strap, any orthosis","A",,false,"2022-07"
"L4010","Replace trilateral socket br","A",,false,"2022-07"
"L4020","Replace quadlat socket brim","A",,false,"2022-07"
"L4030","Replace socket brim cust fit","A",,false,"2022-07"
"L4040","Replace molded thigh lacer","A",,false,"2022-07"
"L4045","Replace non-molded thigh lac","A",,false,"2022-07"
"L4050","Replace molded calf lacer","A",,false,"2022-07"
"L4055","Replace non-molded calf lace","A",,false,"2022-07"
"L4060","Replace high roll cuff","A",,false,"2022-07"
"L4070","Replace prox & dist upright","A",,false,"2022-07"
"L4080","Repl met band kafo-afo prox","A",,false,"2022-07"
"L4090","Repl met band kafo-afo calf/","A",,false,"2022-07"
"L4100","Repl leath cuff kafo prox th","A",,false,"2022-07"
"L4110","Repl leath cuff kafo-afo cal","A",,false,"2022-07"
"L4130","Replace pretibial shell","A",,false,"2022-07"
"L4205","Ortho dvc repair per 15 min","A",,false,"2022-07"
"L4210","Orth dev repair/repl minor p","A",,false,"2022-07"
"L4350","Ankle control ortho pre ots","A",,false,"2022-07"
"L4360","Pneumat walking boot pre cst","A",,false,"2022-07"
"L4361","Pneuma/vac walk boot pre ots","A",,false,"2022-07"
"L4370","Pneum full leg splnt pre ots","A",,false,"2022-07"
"L4386","Non-pneum walk boot pre cst","A",,false,"2022-07"
"L4387","Non-pneum walk boot pre ots","A",,false,"2022-07"
"L4392","Replace afo soft interface","A",,false,"2022-07"
"L4394","Replace foot drop spint","A",,false,"2022-07"
"L4396","Static or dynami afo pre cst","A",,false,"2022-07"
"L4397","Static or dynami afo pre ots","A",,false,"2022-07"
"L4398","Foot drop splint pre ots","A",,false,"2022-07"
"L4631","Afo, walk boot type, cus fab","A",,false,"2022-07"
"L5000","Sho insert w arch toe filler","A",,false,"2022-07"
"L5010","Mold socket ank hgt w/ toe f","A",,false,"2022-07"
"L5020","Tibial tubercle hgt w/ toe f","A",,false,"2022-07"
"L5050","Ank symes mold sckt sach ft","A",,false,"2022-07"
"L5060","Symes met fr leath socket ar","A",,false,"2022-07"
"L5100","Molded socket shin sach foot","A",,false,"2022-07"
"L5105","Plast socket jts/thgh lacer","A",,false,"2022-07"
"L5150","Mold sckt ext knee shin sach","A",,false,"2022-07"
"L5160","Mold socket bent knee shin s","A",,false,"2022-07"
"L5200","Kne sing axis fric shin sach","A",,false,"2022-07"
"L5210","No knee/ankle joints w/ ft b","A",,false,"2022-07"
"L5220","No knee joint with artic ali","A",,false,"2022-07"
"L5230","Fem focal defic constant fri","A",,false,"2022-07"
"L5250","Hip canad sing axi cons fric","A",,false,"2022-07"
"L5270","Tilt table locking hip sing","A",,false,"2022-07"
"L5280","Hemipelvect canad sing axis","A",,false,"2022-07"
"L5301","Bk mold socket sach ft endo","A",,false,"2022-07"
"L5312","Knee disart, sach ft, endo","A",,false,"2022-07"
"L5321","Ak open end sach","A",,false,"2022-07"
"L5331","Hip disart canadian sach ft","A",,false,"2022-07"
"L5341","Hemipelvectomy canadian sach","A",,false,"2022-07"
"L5400","Postop dress & 1 cast chg bk","A",,false,"2022-07"
"L5410","Postop dsg bk ea add cast ch","A",,false,"2022-07"
"L5420","Postop dsg & 1 cast chg ak/d","A",,false,"2022-07"
"L5430","Postop dsg ak ea add cast ch","A",,false,"2022-07"
"L5450","Postop app non-wgt bear dsg","A",,false,"2022-07"
"L5460","Postop app non-wgt bear dsg","A",,false,"2022-07"
"L5500","Init bk ptb plaster direct","A",,false,"2022-07"
"L5505","Init ak ischal plstr direct","A",,false,"2022-07"
"L5510","Prep bk ptb plaster molded","A",,false,"2022-07"
"L5520","Perp bk ptb thermopls direct","A",,false,"2022-07"
"L5530","Prep bk ptb thermopls molded","A",,false,"2022-07"
"L5535","Prep bk ptb open end socket","A",,false,"2022-07"
"L5540","Prep bk ptb laminated socket","A",,false,"2022-07"
"L5560","Prep ak ischial plast molded","A",,false,"2022-07"
"L5570","Prep ak ischial direct form","A",,false,"2022-07"
"L5580","Prep ak ischial thermo mold","A",,false,"2022-07"
"L5585","Prep ak ischial open end","A",,false,"2022-07"
"L5590","Prep ak ischial laminated","A",,false,"2022-07"
"L5595","Hip disartic sach thermopls","A",,false,"2022-07"
"L5600","Hip disart sach laminat mold","A",,false,"2022-07"
"L5610","Above knee hydracadence","A",,false,"2022-07"
"L5611","Ak 4 bar link w/fric swing","A",,false,"2022-07"
"L5613","Ak 4 bar ling w/hydraul swig","A",,false,"2022-07"
"L5614","4-bar link above knee w/swng","A",,false,"2022-07"
"L5616","Ak univ multiplex sys frict","A",,false,"2022-07"
"L5617","Ak/bk self-aligning unit ea","A",,false,"2022-07"
"L5618","Test socket symes","A",,false,"2022-07"
"L5620","Test socket below knee","A",,false,"2022-07"
"L5622","Test socket knee disarticula","A",,false,"2022-07"
"L5624","Test socket above knee","A",,false,"2022-07"
"L5626","Test socket hip disarticulat","A",,false,"2022-07"
"L5628","Test socket hemipelvectomy","A",,false,"2022-07"
"L5629","Below knee acrylic socket","A",,false,"2022-07"
"L5630","Syme typ expandabl wall sckt","A",,false,"2022-07"
"L5631","Ak/knee disartic acrylic soc","A",,false,"2022-07"
"L5632","Symes type ptb brim design s","A",,false,"2022-07"
"L5634","Symes type poster opening so","A",,false,"2022-07"
"L5636","Symes type medial opening so","A",,false,"2022-07"
"L5637","Below knee total contact","A",,false,"2022-07"
"L5638","Below knee leather socket","A",,false,"2022-07"
"L5639","Below knee wood socket","A",,false,"2022-07"
"L5640","Knee disarticulat leather so","A",,false,"2022-07"
"L5642","Above knee leather socket","A",,false,"2022-07"
"L5643","Hip flex inner socket ext fr","A",,false,"2022-07"
"L5644","Above knee wood socket","A",,false,"2022-07"
"L5645","Bk flex inner socket ext fra","A",,false,"2022-07"
"L5646","Below knee cushion socket","A",,false,"2022-07"
"L5647","Below knee suction socket","A",,false,"2022-07"
"L5648","Above knee cushion socket","A",,false,"2022-07"
"L5649","Isch containmt/narrow m-l so","A",,false,"2022-07"
"L5650","Tot contact ak/knee disart s","A",,false,"2022-07"
"L5651","Ak flex inner socket ext fra","A",,false,"2022-07"
"L5652","Suction susp ak/knee disart","A",,false,"2022-07"
"L5653","Knee disart expand wall sock","A",,false,"2022-07"
"L5654","Socket insert symes","A",,false,"2022-07"
"L5655","Socket insert below knee","A",,false,"2022-07"
"L5656","Socket insert knee articulat","A",,false,"2022-07"
"L5658","Socket insert above knee","A",,false,"2022-07"
"L5661","Multi-durometer symes","A",,false,"2022-07"
"L5665","Multi-durometer below knee","A",,false,"2022-07"
"L5666","Below knee cuff suspension","A",,false,"2022-07"
"L5668","Bk molded distal cushion","A",,false,"2022-07"
"L5670","Bk molded supracondylar susp","A",,false,"2022-07"
"L5671","Bk/ak locking mechanism","A",,false,"2022-07"
"L5672","Bk removable medial brim sus","A",,false,"2022-07"
"L5673","Socket insert w lock mech","A",,false,"2022-07"
"L5676","Bk knee joints single axis p","A",,false,"2022-07"
"L5677","Bk knee joints polycentric p","A",,false,"2022-07"
"L5678","Bk joint covers pair","A",,false,"2022-07"
"L5679","Socket insert w/o lock mech","A",,false,"2022-07"
"L5680","Bk thigh lacer non-molded","A",,false,"2022-07"
"L5681","Intl custm cong/latyp insert","A",,false,"2022-07"
"L5682","Bk thigh lacer glut/ischia m","A",,false,"2022-07"
"L5683","Initial custom socket insert","A",,false,"2022-07"
"L5684","Bk fork strap","A",,false,"2022-07"
"L5685","Below knee sus/seal sleeve","A",,false,"2022-07"
"L5686","Bk back check","A",,false,"2022-07"
"L5688","Bk waist belt webbing","A",,false,"2022-07"
"L5690","Bk waist belt padded and lin","A",,false,"2022-07"
"L5692","Ak pelvic control belt light","A",,false,"2022-07"
"L5694","Ak pelvic control belt pad/l","A",,false,"2022-07"
"L5695","Ak sleeve susp neoprene/equa","A",,false,"2022-07"
"L5696","Ak/knee disartic pelvic join","A",,false,"2022-07"
"L5697","Ak/knee disartic pelvic band","A",,false,"2022-07"
"L5698","Ak/knee disartic silesian ba","A",,false,"2022-07"
"L5699","Shoulder harness","A",,false,"2022-07"
"L5700","Replace socket below knee","A",,false,"2022-07"
"L5701","Replace socket above knee","A",,false,"2022-07"
"L5702","Replace socket hip","A",,false,"2022-07"
"L5703","Symes ankle w/o (sach) foot","A",,false,"2022-07"
"L5704","Custom shape cover bk","A",,false,"2022-07"
"L5705","Custom shape cover ak","A",,false,"2022-07"
"L5706","Custom shape cvr knee disart","A",,false,"2022-07"
"L5707","Custom shape cvr hip disart","A",,false,"2022-07"
"L5710","Kne-shin exo sng axi mnl loc","A",,false,"2022-07"
"L5711","Knee-shin exo mnl lock ultra","A",,false,"2022-07"
"L5712","Knee-shin exo frict swg & st","A",,false,"2022-07"
"L5714","Knee-shin exo variable frict","A",,false,"2022-07"
"L5716","Knee-shin exo mech stance ph","A",,false,"2022-07"
"L5718","Knee-shin exo frct swg & sta","A",,false,"2022-07"
"L5722","Knee-shin pneum swg frct exo","A",,false,"2022-07"
"L5724","Knee-shin exo fluid swing ph","A",,false,"2022-07"
"L5726","Knee-shin ext jnts fld swg e","A",,false,"2022-07"
"L5728","Knee-shin fluid swg & stance","A",,false,"2022-07"
"L5780","Knee-shin pneum/hydra pneum","A",,false,"2022-07"
"L5781","Lower limb pros vacuum pump","A",,false,"2022-07"
"L5782","Hd low limb pros vacuum pump","A",,false,"2022-07"
"L5785","Exoskeletal bk ultralt mater","A",,false,"2022-07"
"L5790","Exoskeletal ak ultra-light m","A",,false,"2022-07"
"L5795","Exoskel hip ultra-light mate","A",,false,"2022-07"
"L5810","Endoskel knee-shin mnl lock","A",,false,"2022-07"
"L5811","Endo knee-shin mnl lck ultra","A",,false,"2022-07"
"L5812","Endo knee-shin frct swg & st","A",,false,"2022-07"
"L5814","Endo knee-shin hydral swg ph","A",,false,"2022-07"
"L5816","Endo knee-shin polyc mch sta","A",,false,"2022-07"
"L5818","Endo knee-shin frct swg & st","A",,false,"2022-07"
"L5822","Endo knee-shin pneum swg frc","A",,false,"2022-07"
"L5824","Endo knee-shin fluid swing p","A",,false,"2022-07"
"L5826","Miniature knee joint","A",,false,"2022-07"
"L5828","Endo knee-shin fluid swg/sta","A",,false,"2022-07"
"L5830","Endo knee-shin pneum/swg pha","A",,false,"2022-07"
"L5840","Multi-axial knee/shin system","A",,false,"2022-07"
"L5845","Knee-shin sys stance flexion","A",,false,"2022-07"
"L5848","Knee-shin sys hydraul stance","A",,false,"2022-07"
"L5850","Endo ak/hip knee extens assi","A",,false,"2022-07"
"L5855","Mech hip extension assist","A",,false,"2022-07"
"L5856","Elec knee-shin swing/stance","A",,false,"2022-07"
"L5857","Elec knee-shin swing only","A",,false,"2022-07"
"L5858","Stance phase only","A",,false,"2022-07"
"L5859","Knee-shin pro flex/ext cont","A",,false,"2022-07"
"L5910","Endo below knee alignable sy","A",,false,"2022-07"
"L5920","Endo ak/hip alignable system","A",,false,"2022-07"
"L5925","Above knee manual lock","A",,false,"2022-07"
"L5930","High activity knee frame","A",,false,"2022-07"
"L5940","Endo bk ultra-light material","A",,false,"2022-07"
"L5950","Endo ak ultra-light material","A",,false,"2022-07"
"L5960","Endo hip ultra-light materia","A",,false,"2022-07"
"L5961","Endo poly hip, pneu/hyd/rot","A",,false,"2022-07"
"L5962","Below knee flex cover system","A",,false,"2022-07"
"L5964","Above knee flex cover system","A",,false,"2022-07"
"L5966","Hip flexible cover system","A",,false,"2022-07"
"L5968","Multiaxial ankle w dorsiflex","A",,false,"2022-07"
"L5969","Ak/ft power asst incl motors","A",,false,"2022-07"
"L5970","Foot external keel sach foot","A",,false,"2022-07"
"L5971","Sach foot, replacement","A",,false,"2022-07"
"L5972","Flexible keel foot","A",,false,"2022-07"
"L5973","Ank-foot sys dors-plant flex","A",,false,"2022-07"
"L5974","Foot single axis ankle/foot","A",,false,"2022-07"
"L5975","Combo ankle/foot prosthesis","A",,false,"2022-07"
"L5976","Energy storing foot","A",,false,"2022-07"
"L5978","Ft prosth multiaxial ankl/ft","A",,false,"2022-07"
"L5979","Multi-axial ankle/ft prosth","A",,false,"2022-07"
"L5980","Flex foot system","A",,false,"2022-07"
"L5981","Flex-walk sys low ext prosth","A",,false,"2022-07"
"L5982","Exoskeletal axial rotation u","A",,false,"2022-07"
"L5984","Endoskeletal axial rotation","A",,false,"2022-07"
"L5985","Lwr ext dynamic prosth pylon","A",,false,"2022-07"
"L5986","Multi-axial rotation unit","A",,false,"2022-07"
"L5987","Shank ft w vert load pylon","A",,false,"2022-07"
"L5988","Vertical shock reducing pylo","A",,false,"2022-07"
"L5990","User adjustable heel height","A",,false,"2022-07"
"L5999","Lowr extremity prosthes nos","A",,false,"2022-07"
"L6000","Part hand thumb rem","A",,false,"2022-07"
"L6010","Part hand little/ring","A",,false,"2022-07"
"L6020","Part hand no fingers","A",,false,"2022-07"
"L6026","Part hand myo exclu term dev","A",,false,"2022-07"
"L6050","Wrst mld sck flx hng tri pad","A",,false,"2022-07"
"L6055","Wrst mold sock w/exp interfa","A",,false,"2022-07"
"L6100","Elb mold sock flex hinge pad","A",,false,"2022-07"
"L6110","Elbow mold sock suspension t","A",,false,"2022-07"
"L6120","Elbow mold doub splt soc ste","A",,false,"2022-07"
"L6130","Elbow stump activated lock h","A",,false,"2022-07"
"L6200","Elbow mold outsid lock hinge","A",,false,"2022-07"
"L6205","Elbow molded w/ expand inter","A",,false,"2022-07"
"L6250","Elbow inter loc elbow forarm","A",,false,"2022-07"
"L6300","Shlder disart int lock elbow","A",,false,"2022-07"
"L6310","Shoulder passive restor comp","A",,false,"2022-07"
"L6320","Shoulder passive restor cap","A",,false,"2022-07"
"L6350","Thoracic intern lock elbow","A",,false,"2022-07"
"L6360","Thoracic passive restor comp","A",,false,"2022-07"
"L6370","Thoracic passive restor cap","A",,false,"2022-07"
"L6380","Postop dsg cast chg wrst/elb","A",,false,"2022-07"
"L6382","Postop dsg cast chg elb dis/","A",,false,"2022-07"
"L6384","Postop dsg cast chg shlder/t","A",,false,"2022-07"
"L6386","Postop ea cast chg & realign","A",,false,"2022-07"
"L6388","Postop applicat rigid dsg on","A",,false,"2022-07"
"L6400","Below elbow prosth tiss shap","A",,false,"2022-07"
"L6450","Elb disart prosth tiss shap","A",,false,"2022-07"
"L6500","Above elbow prosth tiss shap","A",,false,"2022-07"
"L6550","Shldr disar prosth tiss shap","A",,false,"2022-07"
"L6570","Scap thorac prosth tiss shap","A",,false,"2022-07"
"L6580","Wrist/elbow bowden cable mol","A",,false,"2022-07"
"L6582","Wrist/elbow bowden cbl dir f","A",,false,"2022-07"
"L6584","Elbow fair lead cable molded","A",,false,"2022-07"
"L6586","Elbow fair lead cable dir fo","A",,false,"2022-07"
"L6588","Shdr fair lead cable molded","A",,false,"2022-07"
"L6590","Shdr fair lead cable direct","A",,false,"2022-07"
"L6600","Polycentric hinge pair","A",,false,"2022-07"
"L6605","Single pivot hinge pair","A",,false,"2022-07"
"L6610","Flexible metal hinge pair","A",,false,"2022-07"
"L6611","Additional switch, ext power","A",,false,"2022-07"
"L6615","Disconnect locking wrist uni","A",,false,"2022-07"
"L6616","Disconnect insert locking wr","A",,false,"2022-07"
"L6620","Flexion/extension wrist unit","A",,false,"2022-07"
"L6621","Flex/ext wrist w/wo friction","A",,false,"2022-07"
"L6623","Spring-ass rot wrst w/ latch","A",,false,"2022-07"
"L6624","Flex/ext/rotation wrist unit","A",,false,"2022-07"
"L6625","Rotation wrst w/ cable lock","A",,false,"2022-07"
"L6628","Quick disconn hook adapter o","A",,false,"2022-07"
"L6629","Lamination collar w/ couplin","A",,false,"2022-07"
"L6630","Stainless steel any wrist","A",,false,"2022-07"
"L6632","Latex suspension sleeve each","A",,false,"2022-07"
"L6635","Lift assist for elbow","A",,false,"2022-07"
"L6637","Nudge control elbow lock","A",,false,"2022-07"
"L6638","Elec lock on manual pw elbow","A",,false,"2022-07"
"L6640","Shoulder abduction joint pai","A",,false,"2022-07"
"L6641","Excursion amplifier pulley t","A",,false,"2022-07"
"L6642","Excursion amplifier lever ty","A",,false,"2022-07"
"L6645","Shoulder flexion-abduction j","A",,false,"2022-07"
"L6646","Multipo locking shoulder jnt","A",,false,"2022-07"
"L6647","Shoulder lock actuator","A",,false,"2022-07"
"L6648","Ext pwrd shlder lock/unlock","A",,false,"2022-07"
"L6650","Shoulder universal joint","A",,false,"2022-07"
"L6655","Standard control cable extra","A",,false,"2022-07"
"L6660","Heavy duty control cable","A",,false,"2022-07"
"L6665","Teflon or equal cable lining","A",,false,"2022-07"
"L6670","Hook to hand cable adapter","A",,false,"2022-07"
"L6672","Harness chest/shlder saddle","A",,false,"2022-07"
"L6675","Harness figure of 8 sing con","A",,false,"2022-07"
"L6676","Harness figure of 8 dual con","A",,false,"2022-07"
"L6677","Ue triple control harness","A",,false,"2022-07"
"L6680","Test sock wrist disart/bel e","A",,false,"2022-07"
"L6682","Test sock elbw disart/above","A",,false,"2022-07"
"L6684","Test socket shldr disart/tho","A",,false,"2022-07"
"L6686","Suction socket","A",,false,"2022-07"
"L6687","Frame typ socket bel elbow/w","A",,false,"2022-07"
"L6688","Frame typ sock above elb/dis","A",,false,"2022-07"
"L6689","Frame typ socket shoulder di","A",,false,"2022-07"
"L6690","Frame typ sock interscap-tho","A",,false,"2022-07"
"L6691","Removable insert each","A",,false,"2022-07"
"L6692","Silicone gel insert or equal","A",,false,"2022-07"
"L6693","Lockingelbow forearm cntrbal","A",,false,"2022-07"
"L6694","Elbow socket ins use w/lock","A",,false,"2022-07"
"L6695","Elbow socket ins use w/o lck","A",,false,"2022-07"
"L6696","Cus elbo skt in for con/atyp","A",,false,"2022-07"
"L6697","Cus elbo skt in not con/atyp","A",,false,"2022-07"
"L6698","Below/above elbow lock mech","A",,false,"2022-07"
"L6703","Term dev, passive hand mitt","A",,false,"2022-07"
"L6704","Term dev, sport/rec/work att","A",,false,"2022-07"
"L6706","Term dev mech hook vol open","A",,false,"2022-07"
"L6707","Term dev mech hook vol close","A",,false,"2022-07"
"L6708","Term dev mech hand vol open","A",,false,"2022-07"
"L6709","Term dev mech hand vol close","A",,false,"2022-07"
"L6711","Ped term dev, hook, vol open","A",,false,"2022-07"
"L6712","Ped term dev, hook, vol clos","A",,false,"2022-07"
"L6713","Ped term dev, hand, vol open","A",,false,"2022-07"
"L6714","Ped term dev, hand, vol clos","A",,false,"2022-07"
"L6715","Term device, multi art digit","A",,false,"2022-07"
